timestamp,topic,message
2025-11-27T10:49:33.701000+00:00,bhkw/sollwert,70
2025-11-27T10:49:33.704000+00:00,bhkw/error,False
2025-11-27T10:49:33.705000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:49:34.642000+00:00,bhkw/warning,True
2025-11-27T10:49:34.684000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:34.688000+00:00,bhkw/sollwert,70
2025-11-27T10:49:34.694000+00:00,bhkw/error,False
2025-11-27T10:49:34.716000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:49:35.643000+00:00,bhkw/warning,True
2025-11-27T10:49:35.703000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:35.711000+00:00,bhkw/sollwert,70
2025-11-27T10:49:35.713000+00:00,bhkw/error,False
2025-11-27T10:49:35.714000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:49:36.641000+00:00,bhkw/warning,True
2025-11-27T10:49:36.691000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:36.695000+00:00,bhkw/sollwert,70
2025-11-27T10:49:36.722000+00:00,bhkw/error,False
2025-11-27T10:49:36.725000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:49:37.651000+00:00,bhkw/warning,True
2025-11-27T10:49:37.700000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:37.712000+00:00,bhkw/error,False
2025-11-27T10:49:37.713000+00:00,bhkw/temperatur/ruecklauf,31.4
2025-11-27T10:49:37.715000+00:00,bhkw/sollwert,70
2025-11-27T10:49:38.642000+00:00,bhkw/warning,True
2025-11-27T10:49:38.687000+00:00,bhkw/sollwert,70
2025-11-27T10:49:38.688000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:38.697000+00:00,bhkw/error,False
2025-11-27T10:49:38.702000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:39.659000+00:00,bhkw/warning,True
2025-11-27T10:49:39.693000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:39.694000+00:00,bhkw/sollwert,70
2025-11-27T10:49:39.697000+00:00,bhkw/error,False
2025-11-27T10:49:39.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:40.644000+00:00,bhkw/warning,True
2025-11-27T10:49:40.687000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:40.690000+00:00,bhkw/sollwert,70
2025-11-27T10:49:40.709000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:40.710000+00:00,bhkw/error,False
2025-11-27T10:49:41.655000+00:00,bhkw/warning,True
2025-11-27T10:49:41.689000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:41.693000+00:00,bhkw/sollwert,70
2025-11-27T10:49:41.695000+00:00,bhkw/error,False
2025-11-27T10:49:41.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:42.645000+00:00,bhkw/warning,True
2025-11-27T10:49:42.683000+00:00,bhkw/temperatur/vorlauf,70.9
